NOMBRE,PRESENTACIÓN,MONODROGA,LABORATORIO,VADEMÉCUM,FCIAS. PROPIAS,FCIAS. CONVENIDAS,OBSERV
VILTAR,comp.x 10,loperamida,Dallas,AMBULATORIO UNIFICADO,50%,40%,
VILTAR,comp.x 20,loperamida,Dallas,AMBULATORIO UNIFICADO,50%,40%,
VILTAR,comp.x 10,loperamida,Dallas,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VILTAR,comp.x 20,loperamida,Dallas,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VILZER,50 mg comp.x 30,vildagliptin,Raffo,DIABETES,100%,100%,
VILZER,50 mg comp.x 60,vildagliptin,Raffo,DIABETES,100%,100%,
VILZER,50 mg comp.x 30,vildagliptin,Raffo,DIABETES,100%,100%,
VILZER,50 mg comp.x 60,vildagliptin,Raffo,DIABETES,100%,100%,
VILZER MET,50/1000 mg comp.x 30,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VILZER MET,50/1000 mg comp.x 60,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VILZER MET,50/500 mg comp.x 30,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VILZER MET,50/500 mg comp.x 60,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VILZER MET,50/850 mg comp.x 30,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VILZER MET,50/850 mg comp.x 60,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VILZER MET,50/1000 mg comp.x 30,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VILZER MET,50/1000 mg comp.x 60,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VILZER MET,50/500 mg comp.x 30,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VILZER MET,50/500 mg comp.x 60,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VILZER MET,50/850 mg comp.x 30,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VILZER MET,50/850 mg comp.x 60,vildagliptin+metformina,Raffo,DIABETES,100%,100%,
VIMAX,50 mg comp.x 2,sildenafil,Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VIMAX,50 mg comp.x 6,sildenafil,Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VIMAX,50 mg comp.x 2,sildenafil,Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VIMAX,50 mg comp.x 6,sildenafil,Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VIMAX 50,50 mg comp.mast.x 2,sildenafil,Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VIMAX 50,50 mg comp.mast.x 2,sildenafil,Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VIMAX FLASH 50,50mg comp.dis.buc.rap.x6,sildenafil,Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VIMAX FLASH 50,50mg comp.dis.buc.rap.x6,sildenafil,Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VIMOTADINE,4.5 mg comp.x 30,dihidroergotoxina,Casasco,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIMOTADINE,4.5 mg comp.x 30,dihidroergotoxina,Casasco,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIMPAT,100 mg comp.rec.x 28,lacosamida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIMPAT,150 mg comp.rec.x 28,lacosamida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIMPAT,200 mg comp.rec.x 28,lacosamida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIMPAT,50 mg comp.rec.x 14,lacosamida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIMPAT,100 mg comp.rec.x 28,lacosamida,Bagó,CRONICOS,70%,70%,
VIMPAT,150 mg comp.rec.x 28,lacosamida,Bagó,CRONICOS,70%,70%,
VIMPAT,200 mg comp.rec.x 28,lacosamida,Bagó,CRONICOS,70%,70%,
VIMPAT,50 mg comp.rec.x 14,lacosamida,Bagó,CRONICOS,70%,70%,
VIMPAT,100 mg comp.rec.x 28,lacosamida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIMPAT,150 mg comp.rec.x 28,lacosamida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIMPAT,200 mg comp.rec.x 28,lacosamida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIMPAT,50 mg comp.rec.x 14,lacosamida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIMPAT,100 mg comp.rec.x 28,lacosamida,Bagó,CRONICOS,70%,70%,
VIMPAT,150 mg comp.rec.x 28,lacosamida,Bagó,CRONICOS,70%,70%,
VIMPAT,200 mg comp.rec.x 28,lacosamida,Bagó,CRONICOS,70%,70%,
VIMPAT,50 mg comp.rec.x 14,lacosamida,Bagó,CRONICOS,70%,70%,
VIMULTISA FLEX,comp.x 15,diclofenac+pridinol,Fabra,AMBULATORIO UNIFICADO,50%,40%,
VIMULTISA FLEX,comp.x 15,diclofenac+pridinol,Fabra,AMBULATORIO UNIFICADO,50%,40%,
VIMULTISA P,comp.x 20,diclofenac potásico,Fabra,AMBULATORIO UNIFICADO,50%,40%,
VIMULTISA P,comp.x 20,diclofenac potásico,Fabra,AMBULATORIO UNIFICADO,50%,40%,
VINTEX,100 mg comp.rec.x 30,losartán,Laboratorios Tau,AMBULATORIO UNIFICADO,50%,40%,
VINTEX,50 mg comp.rec.x 30,losartán,Laboratorios Tau,AMBULATORIO UNIFICADO,50%,40%,
VINTEX,100 mg comp.rec.x 30,losartán,Laboratorios Tau,CRONICOS,70%,70%,
VINTEX,50 mg comp.rec.x 30,losartán,Laboratorios Tau,CRONICOS,70%,70%,
VINTEX,100 mg comp.rec.x 30,losartán,Laboratorios Tau,AMBULATORIO UNIFICADO,50%,40%,
VINTEX,50 mg comp.rec.x 30,losartán,Laboratorios Tau,AMBULATORIO UNIFICADO,50%,40%,
VINTEX,100 mg comp.rec.x 30,losartán,Laboratorios Tau,CRONICOS,70%,70%,
VINTEX,50 mg comp.rec.x 30,losartán,Laboratorios Tau,CRONICOS,70%,70%,
VIRAMIXAL,500 mg comp.x 10,valaciclovir,Panalab,AMBULATORIO UNIFICADO,50%,40%,
VIRAMIXAL,500 mg comp.x 42,valaciclovir,Panalab,AMBULATORIO UNIFICADO,50%,40%,
VIRAMIXAL,500 mg comp.x 10,valaciclovir,Panalab,AMBULATORIO UNIFICADO,50%,40%,
VIRAMIXAL,500 mg comp.x 42,valaciclovir,Panalab,AMBULATORIO UNIFICADO,50%,40%,
VIRIPOTENS,50 mg comp.rec.x 2,sildenafil,Microsules Arg.,AMBULATORIO UNIFICADO,50%,40%,
VIRIPOTENS,50 mg comp.rec.x 30,sildenafil,Microsules Arg.,AMBULATORIO UNIFICADO,50%,40%,
VIRIPOTENS,50 mg comp.rec.x 6,sildenafil,Microsules Arg.,AMBULATORIO UNIFICADO,50%,40%,
VIRIPOTENS,50 mg comp.rec.x 2,sildenafil,Microsules Arg.,AMBULATORIO UNIFICADO,50%,40%,
VIRIPOTENS,50 mg comp.rec.x 30,sildenafil,Microsules Arg.,AMBULATORIO UNIFICADO,50%,40%,
VIRIPOTENS,50 mg comp.rec.x 6,sildenafil,Microsules Arg.,AMBULATORIO UNIFICADO,50%,40%,
VIROBRON,comp.x 15,meloxicam,Temis-Lostaló,AMBULATORIO UNIFICADO,50%,40%,
VIROBRON,comp.x 30,meloxicam,Temis-Lostaló,AMBULATORIO UNIFICADO,50%,40%,
VIROBRON,comp.x 15,meloxicam,Temis-Lostaló,AMBULATORIO UNIFICADO,50%,40%,
VIROBRON,comp.x 30,meloxicam,Temis-Lostaló,AMBULATORIO UNIFICADO,50%,40%,
VIROBRON B12 NF,comp.rec.x 20,diclofenac+vit.b12+betametasona,Temis-Lostaló,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIROBRON B12 NF,comp.rec.x 20,diclofenac+vit.b12+betametasona,Temis-Lostaló,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIROSOL,100 mg comp.x 10,amantadina,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
VIROSOL,100 mg comp.x 30,amantadina,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
VIROSOL,100 mg comp.x 10,amantadina,Phoenix,CRONICOS,70%,70%,
VIROSOL,100 mg comp.x 30,amantadina,Phoenix,CRONICOS,70%,70%,
VIROSOL,100 mg comp.x 10,amantadina,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
VIROSOL,100 mg comp.x 30,amantadina,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
VIROSOL,100 mg comp.x 10,amantadina,Phoenix,CRONICOS,70%,70%,
VIROSOL,100 mg comp.x 30,amantadina,Phoenix,CRONICOS,70%,70%,
VIROSUPRIL,5% cr.x 5 g,imiquimod,Raymos,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIROSUPRIL,5% cr.x 5 g,imiquimod,Raymos,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIROSUPRIL 3.75,3.75% cr.x 5 g,imiquimod,Raymos,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIROSUPRIL 3.75,3.75% cr.x 5 g,imiquimod,Raymos,AMBULATORIO COMPLEMENTARIO,45%,40%,
VISANNE,2 mg comp.x 28,dienogest,Bayer (PH),AMBULATORIO UNIFICADO,50%,40%,
VISANNE,2 mg comp.x 28,dienogest,Bayer (PH),AMBULATORIO UNIFICADO,50%,40%,
VISPER,200 mg comp.x 15,modafinilo,Ariston,AMBULATORIO COMPLEMENTARIO,45%,40%,
VISPER,200 mg comp.x 30,modafinilo,Ariston,AMBULATORIO COMPLEMENTARIO,45%,40%,
VISPER,200 mg comp.x 15,modafinilo,Ariston,CRONICOS,70%,70%,
VISPER,200 mg comp.x 30,modafinilo,Ariston,CRONICOS,70%,70%,
VISPER,200 mg comp.x 15,modafinilo,Ariston,AMBULATORIO COMPLEMENTARIO,45%,40%,
VISPER,200 mg comp.x 30,modafinilo,Ariston,AMBULATORIO COMPLEMENTARIO,45%,40%,
VISPER,200 mg comp.x 15,modafinilo,Ariston,CRONICOS,70%,70%,
VISPER,200 mg comp.x 30,modafinilo,Ariston,CRONICOS,70%,70%,
VITA D,fco.gotero x 10 ml,vit.d,Austral,AMBULATORIO UNIFICADO,50%,40%,
VITA D,fco.gotero x 10 ml,vit.d,Austral,AMBULATORIO UNIFICADO,50%,40%,
VITACORTIL,cr.x 20 g,betametasona+gentamicina+asoc.,Biosintex Retail,AMBULATORIO UNIFICADO,50%,40%,
VITACORTIL,cr.x 20 g,betametasona+gentamicina+asoc.,Biosintex Retail,AMBULATORIO UNIFICADO,50%,40%,
VITAL RR RAPIDA RECUPERACION,tarro x 350 g,proteínas+grasas+carbohid.+asoc.,Nutricia-Bagó,PMI HIJO,100%,100%,Previa Inscripción al Plan
VITAL RR RAPIDA RECUPERACION,tarro x 350 g,proteínas+grasas+carbohid.+asoc.,Nutricia-Bagó,PMI HIJO,100%,100%,Previa Inscripción al Plan
VITALIX,100 mg comp.rec.x 30,"hierro,polimaltosato",Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VITALIX,gts.x 20 ml,"hierro,polimaltosato",Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VITALIX,gts.x 20 ml,"hierro,polimaltosato",Roemmers,PMI HIJO,100%,100%,Previa Inscripción al Plan
VITALIX,100 mg comp.rec.x 30,"hierro,polimaltosato",Roemmers,PMI MADRE,100%,100%,Previa Inscripción al Plan
VITALIX,100 mg comp.rec.x 30,"hierro,polimaltosato",Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VITALIX,gts.x 20 ml,"hierro,polimaltosato",Roemmers,AMBULATORIO UNIFICADO,50%,40%,
VITALIX,gts.x 20 ml,"hierro,polimaltosato",Roemmers,PMI HIJO,100%,100%,Previa Inscripción al Plan
VITALIX,100 mg comp.rec.x 30,"hierro,polimaltosato",Roemmers,PMI MADRE,100%,100%,Previa Inscripción al Plan
VITARFIL,50 mg comp.rec.x 10,sildenafil,Monserrat,AMBULATORIO UNIFICADO,50%,40%,
VITARFIL,50 mg comp.rec.x 10,sildenafil,Monserrat,AMBULATORIO UNIFICADO,50%,40%,
VIXALERG,comp.x 10,dexametasona+clorfeniramina,Cassará,AMBULATORIO UNIFICADO,50%,40%,
VIXALERG,comp.x 10,dexametasona+clorfeniramina,Cassará,AMBULATORIO UNIFICADO,50%,40%,
VIXCEF,400 mg comp.x 6,cefixima,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIXCEF,susp.x 30 ml,cefixima,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIXCEF,susp.x 60 ml,cefixima,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIXCEF,400 mg comp.x 6,cefixima,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIXCEF,susp.x 30 ml,cefixima,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIXCEF,susp.x 60 ml,cefixima,Bagó,AMBULATORIO UNIFICADO,50%,40%,
VIXIDERM E,5% gel x 40 g,"benzoílo,peróxido",Investi,AMBULATORIO UNIFICADO,50%,40%,
VIXIDERM E,5% gel x 40 g,"benzoílo,peróxido",Investi,AMBULATORIO UNIFICADO,50%,40%,
VIXIDONE,comp.x 20,dexametasona+clorfeniramina,Investi,AMBULATORIO UNIFICADO,50%,40%,
VIXIDONE,comp.x 20,dexametasona+clorfeniramina,Investi,AMBULATORIO UNIFICADO,50%,40%,
VIXIDONE L,comp.x 10,loratadina,Investi,AMBULATORIO UNIFICADO,50%,40%,
VIXIDONE L,comp.x 10,loratadina,Investi,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VIXIDONE L,comp.x 10,loratadina,Investi,AMBULATORIO UNIFICADO,50%,40%,
VIXIDONE L,comp.x 10,loratadina,Investi,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VOKANAMET 150/1000 MG,150/1000 mg comp.x 60,canagliflozina+metformina,Janssen-Cilag,DIABETES,100%,100%,
VOKANAMET 150/1000 MG,150/1000 mg comp.x 60,canagliflozina+metformina,Janssen-Cilag,DIABETES,100%,100%,
VOKANAMET 150/850 MG,150/850 mg comp.x 60,canagliflozina+metformina,Janssen-Cilag,DIABETES,100%,100%,
VOKANAMET 150/850 MG,150/850 mg comp.x 60,canagliflozina+metformina,Janssen-Cilag,DIABETES,100%,100%,
VOKANAMET 50/1000 MG,50/1000 mg comp.x 60,canagliflozina+metformina,Janssen-Cilag,DIABETES,100%,100%,
VOKANAMET 50/1000 MG,50/1000 mg comp.x 60,canagliflozina+metformina,Janssen-Cilag,DIABETES,100%,100%,
VOLFORTE 50,comp.rec.x 10,diclofenac sódico,Omicron,AMBULATORIO UNIFICADO,50%,40%,
VOLFORTE 50,comp.rec.x 30,diclofenac sódico,Omicron,AMBULATORIO UNIFICADO,50%,40%,
VOLFORTE 50,comp.rec.x 10,diclofenac sódico,Omicron,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VOLFORTE 50,comp.rec.x 30,diclofenac sódico,Omicron,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VOLFORTE 50,comp.rec.x 10,diclofenac sódico,Omicron,PMI MADRE,100%,100%,Previa Inscripción al Plan
VOLFORTE 50,comp.rec.x 10,diclofenac sódico,Omicron,AMBULATORIO UNIFICADO,50%,40%,
VOLFORTE 50,comp.rec.x 30,diclofenac sódico,Omicron,AMBULATORIO UNIFICADO,50%,40%,
VOLFORTE 50,comp.rec.x 10,diclofenac sódico,Omicron,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VOLFORTE 50,comp.rec.x 30,diclofenac sódico,Omicron,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VOLFORTE 50,comp.rec.x 10,diclofenac sódico,Omicron,PMI MADRE,100%,100%,Previa Inscripción al Plan
VOLFORTE 75,comp.rec.x 10,diclofenac sódico,Omicron,AMBULATORIO UNIFICADO,50%,40%,
VOLFORTE 75,comp.rec.x 30,diclofenac sódico,Omicron,AMBULATORIO UNIFICADO,50%,40%,
VOLFORTE 75,comp.rec.x 10,diclofenac sódico,Omicron,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VOLFORTE 75,comp.rec.x 30,diclofenac sódico,Omicron,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VOLFORTE 75,comp.rec.x 10,diclofenac sódico,Omicron,PMI MADRE,100%,100%,Previa Inscripción al Plan
VOLFORTE 75,comp.rec.x 10,diclofenac sódico,Omicron,AMBULATORIO UNIFICADO,50%,40%,
VOLFORTE 75,comp.rec.x 30,diclofenac sódico,Omicron,AMBULATORIO UNIFICADO,50%,40%,
VOLFORTE 75,comp.rec.x 10,diclofenac sódico,Omicron,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VOLFORTE 75,comp.rec.x 30,diclofenac sódico,Omicron,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VOLFORTE 75,comp.rec.x 10,diclofenac sódico,Omicron,PMI MADRE,100%,100%,Previa Inscripción al Plan
VOLFORTE GEL 5%,gel x 50 g,diclofenac,Omicron,AMBULATORIO UNIFICADO,50%,40%,
VOLFORTE GEL 5%,gel x 50 g,diclofenac,Omicron,AMBULATORIO UNIFICADO,50%,40%,
VORST,50 mg comp.x 2,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST,50 mg comp.x 20,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST,50 mg comp.x 4,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST,50 mg comp.x 6,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST,50 mg comp.x 2,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST,50 mg comp.x 20,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST,50 mg comp.x 4,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST,50 mg comp.x 6,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST-M,50 mg comp.ran.mast.x 2,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST-M,50 mg comp.ran.mast.x 6,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST-M,50 mg comp.ran.mast.x 20,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST-M,50 mg comp.ran.mast.x 2,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST-M,50 mg comp.ran.mast.x 6,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VORST-M,50 mg comp.ran.mast.x 20,sildenafil,Laboratorios Bernabó,AMBULATORIO UNIFICADO,50%,40%,
VUNOT,100 mg comp.x 30,sertralina,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
VUNOT,50 mg comp.x 30,sertralina,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
VUNOT,100 mg comp.x 30,sertralina,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
VUNOT,50 mg comp.x 30,sertralina,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
VYTORIN,10/10 mg comp.x 30,ezetimibe+simvastatin,MSD Argentina,AMBULATORIO COMPLEMENTARIO,45%,40%,
VYTORIN,10/20 mg comp.x 30,ezetimibe+simvastatin,MSD Argentina,AMBULATORIO COMPLEMENTARIO,45%,40%,
VYTORIN,10/10 mg comp.x 30,ezetimibe+simvastatin,MSD Argentina,AMBULATORIO COMPLEMENTARIO,45%,40%,
VYTORIN,10/20 mg comp.x 30,ezetimibe+simvastatin,MSD Argentina,AMBULATORIO COMPLEMENTARIO,45%,40%,
WELLBUTRIN XL,150mg comp.lib.ext.x 30,bupropión,GlaxoSmithKline,AMBULATORIO UNIFICADO,50%,40%,
WELLBUTRIN XL,300mg comp.lib.ext.x 30,bupropión,GlaxoSmithKline,AMBULATORIO UNIFICADO,50%,40%,
WELLBUTRIN XL,150mg comp.lib.ext.x 30,bupropión,GlaxoSmithKline,AMBULATORIO UNIFICADO,50%,40%,
WELLBUTRIN XL,300mg comp.lib.ext.x 30,bupropión,GlaxoSmithKline,AMBULATORIO UNIFICADO,50%,40%,
XALACOM,gts.oft.x 2.5 ml,latanoprost+timolol,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XALACOM,gts.oft.x 2.5 ml,latanoprost+timolol,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XALATAN,gts.oft.x 2.5 ml,latanoprost,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XALATAN,gts.oft.x 2.5 ml,latanoprost,Pfizer,CRONICOS,70%,70%,
XALATAN,gts.oft.x 2.5 ml,latanoprost,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XALATAN,gts.oft.x 2.5 ml,latanoprost,Pfizer,CRONICOS,70%,70%,
XANAX,0.50 mg comp.x 30,alprazolam,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XANAX,0.50 mg comp.x 60,alprazolam,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XANAX,1 mg comp.x 30,alprazolam,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XANAX,1 mg comp.x 60,alprazolam,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XANAX,0.50 mg comp.x 30,alprazolam,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XANAX,0.50 mg comp.x 60,alprazolam,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XANAX,1 mg comp.x 30,alprazolam,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XANAX,1 mg comp.x 60,alprazolam,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
XARELTO,20 mg comp.x 28,rivaroxabán,Bayer (PH),AMBULATORIO COMPLEMENTARIO,45%,40%,
XARELTO,10 mg comp.x 10,rivaroxabán,Bayer (PH),AMBULATORIO COMPLEMENTARIO,45%,40%,
XARELTO,20 mg comp.x 28,rivaroxabán,Bayer (PH),AMBULATORIO COMPLEMENTARIO,45%,40%,
XARELTO,10 mg comp.x 10,rivaroxabán,Bayer (PH),AMBULATORIO COMPLEMENTARIO,45%,40%,
XAROBAN,20 mg x 30 comp.rec.,rivaroxabán,Raffo,AMBULATORIO COMPLEMENTARIO,45%,40%,
XAROBAN,10 mg x 10 comp.rec.,rivaroxabán,Raffo,AMBULATORIO COMPLEMENTARIO,45%,40%,
XAROBAN,10 mg x 30 comp.rec.,rivaroxabán,Raffo,AMBULATORIO COMPLEMENTARIO,45%,40%,
XAROBAN,20 mg x 30 comp.rec.,rivaroxabán,Raffo,AMBULATORIO COMPLEMENTARIO,45%,40%,
XAROBAN,10 mg x 10 comp.rec.,rivaroxabán,Raffo,AMBULATORIO COMPLEMENTARIO,45%,40%,
XAROBAN,10 mg x 30 comp.rec.,rivaroxabán,Raffo,AMBULATORIO COMPLEMENTARIO,45%,40%,
XEDENOL,100 mg comp.rec.LP x 15,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,50mgcomp.rec.gastror.x15,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,50mgcomp.rec.gastror.x30,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,75 mg comp.lib.prol.x 15,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,75 mg comp.lib.prol.x 30,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,75 mg iny.a.x 5 x 3 ml,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,100 mg comp.rec.LP x 15,diclofenac sódico,Baliarda,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
XEDENOL,50mgcomp.rec.gastror.x15,diclofenac sódico,Baliarda,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
XEDENOL,50mgcomp.rec.gastror.x30,diclofenac sódico,Baliarda,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
XEDENOL,75 mg comp.lib.prol.x 15,diclofenac sódico,Baliarda,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
XEDENOL,75 mg comp.lib.prol.x 30,diclofenac sódico,Baliarda,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
XEDENOL,75 mg comp.lib.prol.x 15,diclofenac sódico,Baliarda,PMI MADRE,100%,100%,Previa Inscripción al Plan
XEDENOL,100 mg comp.rec.LP x 15,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,50mgcomp.rec.gastror.x15,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,50mgcomp.rec.gastror.x30,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,75 mg comp.lib.prol.x 15,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,75 mg comp.lib.prol.x 30,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,75 mg iny.a.x 5 x 3 ml,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL,100 mg comp.rec.LP x 15,diclofenac sódico,Baliarda,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
XEDENOL,50mgcomp.rec.gastror.x15,diclofenac sódico,Baliarda,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
XEDENOL,50mgcomp.rec.gastror.x30,diclofenac sódico,Baliarda,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
XEDENOL,75 mg comp.lib.prol.x 15,diclofenac sódico,Baliarda,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
XEDENOL,75 mg comp.lib.prol.x 30,diclofenac sódico,Baliarda,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
XEDENOL,75 mg comp.lib.prol.x 15,diclofenac sódico,Baliarda,PMI MADRE,100%,100%,Previa Inscripción al Plan
XEDENOL B12,comp.rec.x 20,diclofenac+vit.b12+betametasona,Baliarda,AMBULATORIO COMPLEMENTARIO,45%,40%,
XEDENOL B12,iny.a.x 3,diclofenac+vit.b12+betametasona,Baliarda,AMBULATORIO COMPLEMENTARIO,45%,40%,
XEDENOL B12,iny.a.x 5,diclofenac+vit.b12+betametasona,Baliarda,AMBULATORIO COMPLEMENTARIO,45%,40%,
XEDENOL B12,comp.rec.x 20,diclofenac+vit.b12+betametasona,Baliarda,AMBULATORIO COMPLEMENTARIO,45%,40%,
XEDENOL B12,iny.a.x 3,diclofenac+vit.b12+betametasona,Baliarda,AMBULATORIO COMPLEMENTARIO,45%,40%,
XEDENOL B12,iny.a.x 5,diclofenac+vit.b12+betametasona,Baliarda,AMBULATORIO COMPLEMENTARIO,45%,40%,
XEDENOL CB,75 mg caps.bl.gastr.x 15,diclofenac sódico,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
XEDENOL CB,75 mg caps.bl.gastr.x 15,diclofenac sódico,Baliarda,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
XEDENOL CB,75 mg caps.bl.gastr.x 15,diclofenac sódico,Baliarda,PMI MADRE,100%,100%,Previa Inscripción al Plan
